"Config","Group","Name","Tags","Stars","Stackable","Description","Autospawn Type","Sprite Food Role","Icon","Notes"
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Pink","Accessory","Fancy Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Polar","Accessory","Polar Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Prismatic","Accessory","Prismatic Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Purple","Accessory","Dusky Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Red","Accessory","Toasty Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Volcanic","Accessory","Volcanic Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Blue","Accessory","Cool Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Divine","Accessory","Divine Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Freeze","Accessory","Frosty Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Gold","Accessory","Regal Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Green","Accessory","Military Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Heavy","Accessory","Heavy Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Nova","Accessory","Hallow Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Pink","Accessory","Fancy Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Polar","Accessory","Polar Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Prismatic","Accessory","Prismatic Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Purple","Accessory","Dusky Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Red","Accessory","Toasty Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Shadow","Accessory","Shadow Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Monocle/Monocle, Volcanic","Accessory","Volcanic Monocle","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Blue","Accessory","Cool Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Divine","Accessory","Divine Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Freeze","Accessory","Frosty Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Gold","Accessory","Regal Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Green","Accessory","Military Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Heavy","Accessory","Heavy Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Hunter","Accessory","Hunter Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Pink","Accessory","Fancy Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Polar","Accessory","Polar Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Prismatic","Accessory","Prismatic Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Purple","Accessory","Dusky Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Red","Accessory","Toasty Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Ruby","Accessory","Ruby Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Mustache/Mustache, Volcanic","Accessory","Volcanic Mustache","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Blue","Accessory","Cool Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Divine","Accessory","Divine Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Glacial","Accessory","Glacial Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Gold","Accessory","Regal Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Green","Accessory","Military Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Heavy","Accessory","Heavy Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Pink","Accessory","Fancy Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Purple","Accessory","Dusky Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Red","Accessory","Toasty Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Shadow","Accessory","Shadow Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Owlite Pipe/Owlite Pipe, Volcanic","Accessory","Volcanic Owlite Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Blue","Accessory","Cool Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Divine","Accessory","Divine Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Gold","Accessory","Regal Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Green","Accessory","Military Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Heavy","Accessory","Heavy Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Pink","Accessory","Fancy Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Prismatic","Accessory","Prismatic Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Purple","Accessory","Dusky Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Red","Accessory","Toasty Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Shadow","Accessory","Shadow Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Party Blowout/Party Blowout, Volcanic","Accessory","Volcanic Party Blowout","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Patch/Patch, Buccaneer","Accessory","Buccaneer Eye Patch","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Amethyst","Accessory","Amethyst Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Ancient","Accessory","Ancient Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Aquamarine","Accessory","Aquamarine Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Autumn","Accessory","Autumn Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Blazing","Accessory","Blazing Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Blue","Accessory","Cool Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Citrine","Accessory","Citrine Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Curse","Accessory","Wicked Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Dazed","Accessory","Dazed Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Diamond","Accessory","Diamond Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Divine","Accessory","Divine Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Electric","Accessory","Electric Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Emerald","Accessory","Emerald Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Freeze","Accessory","Frosty Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Garnet","Accessory","Garnet Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Glacial","Accessory","Glacial Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Gold","Accessory","Regal Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Green","Accessory","Military Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Grey","Accessory","Grey Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Heavy","Accessory","Heavy Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Hunter","Accessory","Hunter Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Lovely","Accessory","Lovely Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Nova","Accessory","Hallow Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Opal","Accessory","Opal Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Pearl","Accessory","Pearl Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Peridot","Accessory","Peridot Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Pink","Accessory","Fancy Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Polar","Accessory","Polar Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Prismatic","Accessory","Prismatic Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Purple","Accessory","Dusky Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Red","Accessory","Toasty Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Ruby","Accessory","Ruby Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Sapphire","Accessory","Sapphire Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Shadow","Accessory","Shadow Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Slumber","Accessory","Slumber Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Surge","Accessory","Surge Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Turquoise","Accessory","Turquoise Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Verdant","Accessory","Verdant Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Vile","Accessory","Vile Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe and Mustache/Pipe and Mustache, Volcanic","Accessory","Volcanic Dapper Combo","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Ancient","Accessory","Ancient Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Blue","Accessory","Cool Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Divine","Accessory","Divine Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Freeze","Accessory","Frosty Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Gold","Accessory","Regal Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Green","Accessory","Military Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Grey","Accessory","Grey Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Heavy","Accessory","Heavy Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Hunter","Accessory","Hunter Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Peridot","Accessory","Peridot Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Pink","Accessory","Fancy Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Polar","Accessory","Polar Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Prismatic","Accessory","Prismatic Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Purple","Accessory","Dusky Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Red","Accessory","Toasty Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Ruby","Accessory","Ruby Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Tech Azure","Accessory","Tech Azure Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Tech Blue","Accessory","Tech Blue Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Tech Green","Accessory","Tech Green Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Pipe/Pipe, Tech Orange","Accessory","Tech Orange Pipe","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
